TrendingID,TrendingDate,PeakRank,AppearancesOnChart,ConsecutiveAppearancesOnChart
5659,,159,8,2
5660,,2,7,7
5661,,8,43,43
5662,,16,55,55
5663,,51,28,18
5664,,90,2,2
5665,,66,13,13
5666,,36,11,11
5667,,153,2,2
5668,,114,2,2
5669,,112,5,5
5670,,15,31,31
5671,,68,26,23
5672,,19,5,5
5673,,1,22,22
5674,,14,4,4
5675,,8,42,42
5676,,16,54,54
5677,,134,1,1
5678,,117,4,4
5679,,51,27,17
5680,,25,6,6
5681,,185,1,1
5682,,148,18,1
5683,,42,36,36
5684,,36,19,19
5685,,197,1,1
5686,,152,6,6
5687,,199,1,1
5688,,13,5,5
5689,,115,1,1
5690,,117,3,3
5691,,121,2,1
5692,,55,2,2
5693,,2,46,6
5694,,80,2,2
5695,,154,5,5
5696,,9,51,2
5697,,23,43,6
5698,,1,24,24
5699,,71,45,40
5700,,86,4,4
5701,,28,45,1
5702,,29,39,1
5703,,44,23,6
5704,,100,14,14
5705,,3,56,1
5706,,1,20,20
5707,,45,1,1
5708,,81,1,1
5709,,92,1,1
5710,,122,1,1
5711,,130,1,1
5712,,137,6,5
5713,,152,1,1
5714,,159,1,1
5715,,25,4,4
5716,,182,1,1
5717,,188,1,1
5718,,116,2,2
5719,,2,56,56
5720,,101,22,22
5721,,34,13,13
5722,,71,4,4
5723,,121,1,1
5724,,132,1,1
5725,,164,1,1
5726,,71,9,9
5727,,175,1,1
5728,,37,18,4
5729,,159,4,4
5730,,46,42,42
5731,,112,19,19
5732,,29,33,4
5733,,176,3,3
5734,,189,3,3
5735,,66,17,4
5736,,193,1,1
5737,,194,1,1
5738,,36,13,13
5739,,197,1,1
5740,,162,8,4
5741,,103,1,1
5742,,109,1,1
5743,,119,1,1
5744,,134,1,1
5745,,136,1,1
5746,,138,1,1
5747,,146,1,1
5748,,166,2,2
5749,,111,5,5
5750,,3,32,32
5751,,24,41,3
5752,,117,4,4
5753,,56,15,3
5754,,13,19,3
5755,,56,20,3
5756,,2,48,3
5757,,200,1,1
5758,,2,23,23
5759,,19,1,1
5760,,36,5,5
5761,,92,5,5
5762,,72,37,37
5763,,105,22,22
5764,,13,9,9
5765,,15,14,2
5766,,18,31,2
5767,,105,3,3
5768,,173,4,1
5769,,9,51,2
5770,,90,36,1
5771,,132,19,2
5772,,39,50,1
5773,,142,6,6
5774,,25,47,1
5775,,13,36,1
5776,,31,36,1
5777,,169,1,1
5778,,177,2,1
5779,,180,1,1
5780,,52,34,1
5781,,96,10,1
5782,,4,47,1
5783,,198,1,1
5784,,18,6,5
5785,,24,6,5
5786,,25,6,5
5787,,32,4,4
5788,,42,6,5
5789,,55,6,5
5790,,56,5,4
5791,,68,5,4
5792,,94,2,1
5793,,97,1,1
5794,,106,1,1
5795,,114,3,1
5796,,120,1,1
5797,,126,3,2
5798,,127,1,1
5799,,1,18,18
5800,,150,1,1
5801,,167,1,1
5802,,174,1,1
5803,,178,1,1
5804,,7,44,44
5805,,37,1,1
5806,,60,1,1
5807,,61,1,1
5808,,74,1,1
5809,,88,2,2
5810,,92,1,1
5811,,98,1,1
5812,,109,1,1
5813,,137,1,1
5814,,138,1,1
5815,,141,1,1
5816,,150,1,1
5817,,154,1,1
5818,,155,1,1
5819,,157,1,1
5820,,169,1,1
5821,,84,2,2
5822,,191,1,1
5823,,18,2,2
5824,,34,11,10
5825,,15,29,29
5826,,51,4,3
5827,,13,5,5
5828,,9,48,48
5829,,159,1,1
5830,,166,3,1
5831,,11,8,8
5832,,54,13,13
5833,,110,9,9
5834,,199,1,1
5835,,56,17,17
5836,,71,7,7
5837,,157,1,1
5838,,143,3,3
5839,,165,1,1
5840,,126,7,7
5841,,28,9,9
5842,,145,5,5
5843,,47,3,1
5844,,97,3,3
5845,,129,12,12
5846,,38,34,34
5847,,1,14,14
5848,,13,13,13
5849,,70,39,39
5850,,92,4,4
5851,,78,18,18
5852,,165,1,1
5853,,174,2,2
5854,,10,20,20
5855,,178,2,2
5856,,91,44,44
5857,,114,13,13
5858,,173,5,5
5859,,177,3,3
5860,,62,49,49
5861,,158,3,3
5862,,59,30,30
5863,,11,6,6
5864,,55,28,28
5865,,56,14,14
5866,,142,1,1
5867,,158,1,1
5868,,62,42,42
5869,,62,4,4
5870,,114,12,12
5871,,82,12,12
5872,,142,13,12
5873,,79,15,15
5874,,54,30,30
5875,,26,47,2
5876,,37,20,20
5877,,21,48,48
5878,,117,30,30
5879,,7,28,28
5880,,47,2,2
5881,,54,9,9
5882,,73,2,2
5883,,81,2,2
5884,,83,12,12
5885,,164,4,2
5886,,73,23,23
5887,,111,2,2
5888,,49,18,18
5889,,50,46,1
5890,,196,2,2
5891,,106,22,22
5892,,30,8,8
5893,,32,11,11
5894,,61,14,14
5895,,105,1,1
5896,,61,3,3
5897,,117,1,1
5898,,118,1,1
5899,,120,1,1
5900,,130,2,2
5901,,150,1,1
5902,,154,1,1
5903,,158,1,1
5904,,159,1,1
5905,,110,9,9
5906,,131,14,14
5907,,184,1,1
5908,,5,9,9
5909,,1,8,8
5910,,61,2,2
5911,,5,37,37
5912,,46,4,4
5913,,143,1,1
5914,,88,4,4
5915,,83,2,2
5916,,41,24,24
5917,,121,3,3
5918,,146,4,4
5919,,31,22,22
5920,,160,4,1
5921,,33,24,24
5922,,136,4,4
5923,,136,13,13
5924,,57,14,14
5925,,8,29,29
5926,,87,45,45
5927,,25,45,45
5928,,56,10,10
5929,,78,13,13
5930,,121,1,1
5931,,107,11,1
5932,,52,6,6
5933,,144,1,1
5934,,87,6,6
5935,,172,1,1
5936,,73,38,38
5937,,181,1,1
5938,,136,12,12
5939,,72,34,34
5940,,20,44,44
5941,,199,1,1
5942,,40,5,5
5943,,29,24,24
5944,,125,1,1
5945,,149,5,5
5946,,154,1,1
5947,,143,4,4
5948,,185,1,1
5949,,193,1,1
5950,,147,15,4
5951,,29,28,28
5952,,19,17,17
5953,,177,4,4
5954,,19,25,25
5955,,35,9,9
5956,,66,8,8
5957,,83,10,10
5958,,145,30,11
5959,,177,1,1
5960,,75,13,13
5961,,71,26,26
5962,,13,42,42
5963,,6,22,22
5964,,87,4,4
5965,,72,4,4
5966,,9,38,38
5967,,84,9,9
5968,,106,7,7
5969,,121,2,1
5970,,104,11,10
5971,,78,17,17
5972,,22,41,41
5973,,32,37,37
5974,,39,31,1
5975,,197,1,1
5976,,21,41,41
5977,,159,5,5
5978,,115,12,12
5979,,7,12,12
5980,,62,2,2
5981,,75,11,11
5982,,90,24,24
5983,,70,30,30
5984,,7,20,20
5985,,150,1,1
5986,,161,2,2
5987,,120,6,1
5988,,185,1,1
5989,,51,12,12
5990,,99,16,16
5991,,13,40,40
5992,,31,31,31
5993,,178,5,5
5994,,134,9,9
5995,,19,11,11
5996,,22,11,11
5997,,126,18,18
5998,,150,8,8
5999,,91,13,13
6000,,18,39,39
6001,,7,39,39
6002,,197,1,1
6003,,38,36,36
6004,,79,5,5
6005,,52,15,15
6006,,62,27,27
6007,,16,38,38
6008,,77,23,23
6009,,64,37,2
6010,,17,36,36
6011,,186,5,2
6012,,14,38,38
6013,,13,1,1
6014,,103,2,2
6015,,99,13,13
6016,,88,2,2
6017,,120,5,5
6018,,159,3,3
6019,,95,17,17
6020,,32,37,37
6021,,38,17,17
6022,,40,36,1
6023,,58,30,30
6024,,180,3,1
6025,,197,1,1
6026,,121,1,1
6027,,126,1,1
6028,,129,1,1
6029,,133,1,1
6030,,137,1,1
6031,,115,6,6
6032,,146,1,1
6033,,155,1,1
6034,,160,1,1
6035,,173,1,1
6036,,176,1,1
6037,,115,10,10
6038,,180,1,1
6039,,195,1,1
6040,,199,1,1
6041,,200,1,1
6042,,10,22,22
6043,,72,17,17
6044,,52,12,12
6045,,121,1,1
6046,,115,9,9
6047,,20,35,35
6048,,83,12,12
6049,,165,2,2
6050,,82,23,1
6051,,71,35,35
6052,,170,4,4
6053,,113,4,4
6054,,13,23,23
6055,,27,34,4
6056,,33,19,19
6057,,155,7,7
6058,,74,17,17
6059,,108,14,14
6060,,141,14,14
6061,,154,5,5
6062,,154,1,1
6063,,163,1,1
6064,,107,15,15
6065,,138,23,23
6066,,42,7,4
6067,,184,1,1
6068,,103,12,12
6069,,132,2,2
6070,,27,34,34
6071,,197,1,1
6072,,19,26,26
6073,,49,5,5
6074,,127,10,10
6075,,19,33,33
6076,,129,10,10
6077,,25,33,33
6078,,7,26,26
6079,,54,32,2
6080,,43,32,2
6081,,99,23,23
6082,,49,33,33
6083,,10,16,2
6084,,48,31,1
6085,,62,2,2
6086,,176,1,1
6087,,89,2,2
6088,,110,3,2
6089,,50,8,2
6090,,47,14,14
6091,,65,31,1
6092,,11,21,1
6093,,84,31,1
6094,,173,4,1
6095,,17,9,9
6096,,9,28,28
6097,,87,1,1
6098,,100,2,2
6099,,104,1,1
6100,,109,1,1
6101,,116,1,1
6102,,119,1,1
6103,,125,1,1
6104,,130,1,1
6105,,52,7,1
6106,,138,1,1
6107,,140,1,1
6108,,142,1,1
6109,,145,1,1
6110,,149,1,1
6111,,157,1,1
6112,,162,2,1
6113,,164,1,1
6114,,177,1,1
6115,,178,1,1
6116,,179,1,1
6117,,180,1,1
6118,,192,1,1
6119,,194,1,1
6120,,198,1,1
6121,,3,6,6
6122,,10,1,1
6123,,6,10,10
6124,,2,22,22
6125,,100,1,1
6126,,103,1,1
6127,,17,28,28
6128,,105,8,8
6129,,142,1,1
6130,,118,2,2
6131,,25,17,17
6132,,91,5,5
6133,,175,1,1
6134,,24,20,20
6135,,184,1,1
6136,,5,30,30
6137,,45,30,30
6138,,141,27,27
6139,,66,30,30
6140,,46,17,17
6141,,79,28,2
6142,,53,30,30
6143,,113,29,7
6144,,53,29,29
6145,,109,11,9
6146,,139,6,6
6147,,154,5,5
6148,,179,1,1
6149,,185,2,2
6150,,80,19,1
6151,,68,29,29
6152,,23,17,17
6153,,44,29,29
6154,,6,13,13
6155,,11,9,9
6156,,19,2,2
6157,,29,13,13
6158,,110,1,1
6159,,58,2,2
6160,,120,1,1
6161,,64,7,1
6162,,150,1,1
6163,,161,1,1
6164,,162,1,1
6165,,169,1,1
6166,,53,28,28
6167,,76,15,1
6168,,101,15,15
6169,,146,4,2
6170,,59,27,27
6171,,6,28,28
6172,,194,2,1
6173,,58,1,1
6174,,94,1,1
6175,,95,2,2
6176,,137,1,1
6177,,140,1,1
6178,,66,9,9
6179,,93,3,2
6180,,77,12,12
6181,,168,1,1
6182,,182,1,1
6183,,187,2,1
6184,,74,27,27
6185,,45,18,18
6186,,146,3,1
6187,,174,12,12
6188,,100,1,1
6189,,113,1,1
6190,,114,1,1
6191,,94,3,1
6192,,156,1,1
6193,,165,1,1
6194,,182,1,1
6195,,30,26,26
6196,,17,21,21
6197,,22,26,26
6198,,196,1,1
6199,,54,2,2
6200,,73,3,3
6201,,146,2,2
6202,,54,6,6
6203,,82,16,3
6204,,18,11,11
6205,,151,2,1
6206,,23,25,25
6207,,102,7,7
6208,,199,1,1
6209,,101,2,2
6210,,80,22,3
6211,,188,1,1
6212,,136,2,2
6213,,14,14,14
6214,,30,24,24
6215,,29,24,24
6216,,16,24,24
6217,,55,21,2
6218,,187,2,1
6219,,53,24,24
6220,,126,7,7
6221,,167,1,1
6222,,119,8,8
6223,,177,1,1
6224,,87,6,6
6225,,181,1,1
6226,,183,1,1
6227,,16,23,23
6228,,83,7,4
6229,,95,16,16
6230,,118,8,6
6231,,172,5,5
6232,,34,19,1
6233,,119,2,2
6234,,141,1,1
6235,,55,7,7
6236,,75,2,2
6237,,127,10,10
6238,,20,6,6
6239,,128,8,8
6240,,106,2,2
6241,,89,22,22
6242,,75,22,22
6243,,70,22,22
6244,,19,10,10
6245,,97,21,1
6246,,105,1,1
6247,,123,1,1
6248,,127,1,1
6249,,129,1,1
6250,,139,1,1
6251,,18,5,5
6252,,27,5,5
6253,,24,5,5
6254,,190,1,1
6255,,21,5,5
6256,,42,21,21
6257,,182,3,2
6258,,12,11,11
6259,,123,2,1
6260,,156,1,1
6261,,161,1,1
6262,,170,1,1
6263,,179,1,1
6264,,39,4,4
6265,,36,4,4
6266,,21,10,10
6267,,188,1,1
6268,,191,1,1
6269,,22,10,10
6270,,87,9,9
6271,,120,2,1
6272,,42,3,3
6273,,30,3,3
6274,,161,2,1
6275,,166,9,8
6276,,136,2,1
6277,,67,16,16
6278,,36,7,7
6279,,40,17,17
6280,,94,19,19
6281,,89,19,19
6282,,48,17,17
6283,,16,7,7
6284,,28,6,6
6285,,24,18,18
6286,,17,10,10
6287,,53,18,18
6288,,51,18,18
6289,,79,17,17
6290,,36,18,18
6291,,67,18,18
6292,,171,3,1
6293,,62,5,1
6294,,114,11,11
6295,,43,18,18
6296,,103,6,6
6297,,103,14,14
6298,,26,7,7
6299,,37,5,5
6300,,190,1,1
6301,,117,10,10
6302,,194,1,1
6303,,34,5,5
6304,,23,7,7
6305,,35,5,5
6306,,83,1,1
6307,,90,1,1
6308,,95,1,1
6309,,101,1,1
6310,,115,1,1
6311,,123,1,1
6312,,139,1,1
6313,,41,3,3
6314,,153,1,1
6315,,27,4,4
6316,,41,4,4
6317,,38,4,4
6318,,79,16,16
6319,,193,1,1
6320,,110,5,5
6321,,20,6,6
6322,,160,9,9
6323,,66,4,4
6324,,60,16,16
6325,,105,9,9
6326,,32,5,5
6327,,159,8,8
6328,,51,3,3
6329,,130,15,15
6330,,37,5,5
6331,,58,3,3
6332,,124,12,6
6333,,59,3,3
6334,,53,3,3
6335,,121,2,2
6336,,29,15,15
6337,,139,13,1
6338,,78,15,15
6339,,61,3,3
6340,,59,14,1
6341,,29,15,15
6342,,71,2,2
6343,,90,12,12
6344,,62,3,3
6345,,142,10,10
6346,,92,3,3
6347,,33,14,14
6348,,49,13,13
6349,,65,12,12
6350,,108,10,10
6351,,91,13,13
6352,,122,5,5
6353,,66,4,4
6354,,193,1,1
6355,,60,13,13
6356,,150,7,1
6357,,200,1,1
6358,,86,9,9
6359,,54,12,12
6360,,148,1,1
6361,,52,12,12
6362,,93,12,12
6363,,168,3,3
6364,,166,12,12
6365,,177,1,1
6366,,92,12,12
6367,,88,12,12
6368,,122,12,12
6369,,103,12,12
6370,,75,12,12
6371,,130,12,12
6372,,137,12,12
6373,,150,11,11
6374,,93,12,12
6375,,124,12,12
6376,,99,11,1
6377,,157,1,1
6378,,161,2,2
6379,,47,11,11
6380,,129,2,2
6381,,137,4,4
6382,,98,11,11
6383,,160,2,1
6384,,42,5,5
6385,,135,6,1
6386,,156,2,1
6387,,81,11,11
6388,,94,10,1
6389,,88,10,10
6390,,134,5,1
6391,,37,10,10
6392,,174,1,1
6393,,171,2,2
6394,,107,10,10
6395,,160,9,9
6396,,133,10,10
6397,,84,2,2
6398,,75,10,10
6399,,104,9,9
6400,,72,10,10
6401,,143,3,3
6402,,86,10,10
6403,,105,10,10
6404,,147,9,9
6405,,95,1,1
6406,,131,2,2
6407,,115,9,9
6408,,112,9,9
6409,,159,8,8
6410,,73,9,9
6411,,187,1,1
6412,,189,1,1
6413,,115,9,9
6414,,157,9,9
6415,,198,1,1
6416,,193,2,2
6417,,191,2,2
6418,,70,8,8
6419,,101,3,3
6420,,166,3,1
6421,,173,1,1
6422,,104,8,8
6423,,128,7,7
6424,,102,8,8
6425,,88,3,3
6426,,107,8,8
6427,,109,2,2
6428,,198,1,1
6429,,97,8,8
6430,,147,7,1
6431,,98,1,1
6432,,111,1,1
6433,,137,1,1
6434,,159,1,1
6435,,163,1,1
6436,,140,7,7
6437,,175,7,7
6438,,116,2,2
6439,,120,7,7
6440,,192,1,1
6441,,162,3,3
6442,,195,1,1
6443,,136,7,7
6444,,104,7,7
6445,,180,5,5
6446,,76,6,6
6447,,129,6,6
6448,,166,5,5
6449,,161,6,6
6450,,182,1,1
6451,,80,6,6
6452,,193,1,1
6453,,125,6,6
6454,,170,2,2
6455,,139,1,1
6456,,164,1,1
6457,,142,4,4
6458,,103,2,2
6459,,15,5,5
6460,,148,5,5
6461,,120,5,5
6462,,116,5,5
6463,,120,1,1
6464,,144,1,1
6465,,79,4,4
6466,,183,1,1
6467,,121,4,4
6468,,189,1,1
6469,,145,4,4
6470,,196,1,1
6471,,131,4,4
6472,,198,1,1
6473,,168,3,3
6474,,200,1,1
6475,,102,1,1
6476,,145,3,3
6477,,168,1,1
6478,,131,3,3
6479,,162,2,2
6480,,145,3,3
6481,,173,3,3
6482,,167,2,2
6483,,158,2,2
6484,,175,2,2
6485,,160,2,2
6486,,172,3,3
6487,,187,2,2
6488,,178,3,3
6489,,155,1,1
6490,,181,1,1
6491,,183,1,1
6492,,185,1,1
6493,,186,1,1
6494,,189,1,1
6495,,191,1,1
6496,,194,1,1
6497,,196,1,1
6498,,198,1,1
6499,,200,1,1
